death14_sum,death15_sum,death16_sum,death17_sum,death18_sum,countyFIPS,statecode,countyname,coviddeath_may21,alldeath_may21,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,death14_pop,death15_pop,death16_pop,death17_pop,death18_pop,death20_pop,avgdeath_pop,excessmortal_final
2842,2876,2885,3050,3000,45091,SC,York County,325.0,3261.0,244661,250785,258140,266502,274188,281499,289105,0.011616072851823544,0.01146799050979923,0.011176105988998219,0.011444567020134933,0.010941397872992253,0.01127963888552602,0.011329226848749636,-0.004376994466227723
543,513,512,517,497,46013,SD,Brown County,113.0,642.0,38278,38434,38884,39332,39103,38883,38738,0.014185694132399812,0.013347556850705105,0.013167369612179817,0.01314451337333469,0.012710022248932307,0.016572874180391346,0.013311031243510347,0.24504810162407786
353,335,355,330,338,46029,SD,Codington County,65.0,410.0,27958,27907,28069,28219,28098,28092,28186,0.012626081980113026,0.012004156663202781,0.012647404610068047,0.01169424855593749,0.012029325930671223,0.014546228624139644,0.012200243547998512,0.19229002002390336
293,324,370,375,385,46083,SD,Lincoln County,46.0,374.0,51601,52997,54568,56732,58881,61235,63019,0.005678184531307533,0.006113553597373436,0.006780530713971559,0.006610026087569626,0.0065386117762945605,0.005934718100890208,0.006344181341303342,-0.06454154104129291
276,250,270,307,306,46093,SD,Meade County,36.0,287.0,26737,26794,27374,28007,28305,28469,28588,0.010322773684407375,0.009330447115025751,0.009863374004529846,0.010961545327953726,0.010810810810810811,0.010039177277179236,0.010257790188545501,-0.02131189148422849
1847,1937,1952,2014,2129,46099,SD,Minnehaha County,795.0,4043.0,180925,183563,186562,189786,191250,194153,196659,0.01020864999309106,0.010552235472290167,0.010463009616106174,0.010611952409556025,0.01113202614379085,0.020558428548909533,0.010593574726966854,0.9406507320495212
1150,1226,1280,1301,1351,46103,SD,Pennington County,218.0,1920.0,107613,108212,109240,110686,112260,114407,115926,0.010686441229219518,0.011329612242634828,0.011717319663127059,0.011753970691867083,0.01203456262248352,0.016562289736556077,0.011504381289866403,0.43965062694374685
1326,1283,1324,1491,1456,47001,TN,Anderson County,178.0,1733.0,75191,75500,75567,76113,76337,76991,77558,0.01763508930590097,0.01699337748344371,0.017520875514444135,0.01958929486421505,0.019073319622201552,0.022344567936254157,0.018162391358041086,0.23026574506453876
653,667,726,726,718,47003,TN,Bedford County,54.0,551.0,46257,46954,47454,48214,49153,49684,50179,0.014116782324837322,0.01420539251182008,0.015299026425591099,0.015057867009582279,0.014607450206498077,0.010980689132904203,0.014657303695665772,-0.2508383969589686
347,335,373,379,376,47005,TN,Benton County,10.0,247.0,16201,16224,16094,15989,16253,16199,16131,0.021418430961051785,0.020648422090729784,0.023176339008326084,0.0237037963599975,0.02313419061096413,0.015312131919905771,0.022416235806213856,-0.3169177888617144
1892,1855,2006,2027,2135,47009,TN,Blount County,169.0,2142.0,125932,127047,128356,130106,131595,133396,134751,0.015023981196201125,0.01460089573150094,0.015628408488890275,0.015579604322629241,0.016224020669478322,0.01589598592960349,0.01541138208173998,0.031444541786922964
1485,1416,1494,1573,1654,47011,TN,Bradley County,133.0,1707.0,102830,103846,104469,105575,107271,108233,109071,0.014441310901487892,0.013635575756408528,0.014300893087901674,0.014899360644091877,0.015418892338096969,0.015650356190004676,0.01453920654559739,0.07642436613872533
802,824,874,859,852,47013,TN,Campbell County,33.0,766.0,39918,39805,39829,39824,39820,39778,39837,0.020091186933213087,0.020700916970229872,0.021943809786838735,0.021569907593411007,0.021396283274736312,0.01922835554886161,0.021140420911685803,-0.0904459457459174
617,632,584,604,592,47017,TN,Carroll County,60.0,565.0,28417,27986,27956,27824,27937,27710,27779,0.021712355280289967,0.02258271993139427,0.020889969952782944,0.021707878090856815,0.021190535848516306,0.02033910507937651,0.02161669182076806,-0.05910186220835706
943,973,999,1046,1110,47019,TN,Carter County,104.0,990.0,56334,56385,56481,56526,56437,56396,56418,0.016739446870451237,0.017256362507759155,0.01768736389228236,0.018504758872023495,0.019667948331768166,0.017547591194299692,0.017971176094856885,-0.023570238159227482
501,573,569,628,596,47021,TN,Cheatham County,10.0,439.0,39611,39597,39793,40436,40539,40828,41101,0.012648001817676908,0.014470793241912265,0.014298997311084864,0.01553071520427342,0.014701892005229531,0.01068100532833751,0.0143300799160354,-0.2546443989900269
615,621,621,604,589,47025,TN,Claiborne County,50.0,555.0,31597,31585,31672,31700,31823,31919,32023,0.01946387315251448,0.019661231597277187,0.01960722404647638,0.019053627760252365,0.01850862583665902,0.017331293133060612,0.01925891647863589,-0.10008991667384864
757,732,741,753,744,47029,TN,Cocke County,79.0,725.0,35279,35157,35243,35564,35937,36017,36225,0.021457524306244508,0.020820889154364707,0.02102545186278126,0.021173096389607467,0.020702896735954587,0.020013802622498276,0.02103597168979051,-0.04859148331086262
867,938,937,981,961,47031,TN,Coffee County,76.0,941.0,53555,54130,54593,55128,56049,56717,57632,0.016188964615815517,0.017328653242194715,0.01716337259355595,0.01779494993469743,0.017145711787899875,0.016327734591893392,0.017124330434832698,-0.04651836438048087
1153,1169,1161,1196,1195,47035,TN,Cumberland County,122.0,1310.0,57952,58259,58599,59077,59971,60832,61603,0.019895775814467144,0.020065569268267563,0.01981262478881892,0.020244765306295175,0.019926297710560103,0.021265198123468013,0.01998900657768178,0.0638446708607886
7163,7360,7485,7669,7627,47037,TN,Davidson County,1986.0,14800.0,670102,680397,686420,687808,691298,692999,694176,0.010689417431973042,0.010817214067669317,0.010904402552373182,0.011149913929468689,0.011032868603699128,0.021320241552574563,0.010918763317036671,0.9526242060131798
333,329,351,351,338,47041,TN,DeKalb County,23.0,312.0,19218,19281,19414,19817,20045,20409,20837,0.017327505463627848,0.01706343032000415,0.01807973627279283,0.017712065398395316,0.016862060364180594,0.014973364687814945,0.017408959563800147,-0.1399046776494174
716,786,809,814,809,47043,TN,Dickson County,149.0,926.0,50484,51357,51936,52811,53467,53856,54376,0.014182711354092386,0.015304632279922892,0.015576863832409119,0.015413455530097896,0.015130828361419194,0.01702957186994262,0.015121698271588296,0.12616794516651425
592,617,716,688,683,47045,TN,Dyer County,94.0,755.0,37835,37784,37588,37368,37233,37122,36693,0.015646887802299458,0.016329663349565954,0.019048632542300735,0.018411475058873902,0.018343942201810223,0.0205761316872428,0.017556120190970057,0.17202043865170596
570,575,594,569,610,47047,TN,Fayette County,28.0,391.0,39131,39291,39712,40156,40529,41044,41620,0.014566456262298433,0.014634394645084117,0.014957695406929896,0.01416973802171531,0.01505095117076661,0.009394521864488227,0.014675847101358875,-0.35986510355382734
320,354,357,360,363,47049,TN,Fentress County,20.0,260.0,17856,17974,18069,18240,18362,18568,18787,0.017921146953405017,0.019695115166351397,0.019757595882450605,0.019736842105263157,0.019769088334604074,0.01383935700218236,0.01937595768841485,-0.28574591126109333
671,715,681,717,682,47051,TN,Franklin County,73.0,736.0,41320,41385,41579,41662,42016,42255,42485,0.016239109390125846,0.017276791107889333,0.016378460280430024,0.017209927511881332,0.016231911652703733,0.017323761327527363,0.01666723998860605,0.03938992534877509
931,966,987,926,928,47053,TN,Gibson County,57.0,876.0,49437,49327,49252,49257,49181,49114,49159,0.018832048870279346,0.019583595191274554,0.020039795338260374,0.0187993584668169,0.01886907545596877,0.017819727821965458,0.019224774664519988,-0.07308521775017703
474,488,501,572,556,47055,TN,Giles County,55.0,531.0,28829,28982,29167,29401,29434,29481,29530,0.016441777376946826,0.016838037402525704,0.017176946549182295,0.01945512057413013,0.01888971937215465,0.017981713511683033,0.017760320254987923,0.012465611741034478
397,396,410,421,429,47057,TN,Grainger County,16.0,315.0,22857,22847,23092,23119,23160,23406,23565,0.01736885855536597,0.017332691381800675,0.017755066689762688,0.018210130195942732,0.018523316062176165,0.01336728198599618,0.01783801257700965,-0.250629411304235
1207,1246,1370,1372,1363,47059,TN,Greene County,87.0,1219.0,68491,68621,68582,68866,69237,69127,69571,0.01762275335445533,0.018157706824441497,0.019976087019917762,0.019922748526123194,0.019686006037234426,0.017521668511305,0.019073060352434442,-0.08133942914574939
1079,1037,1095,1093,1086,47063,TN,Hamblen County,155.0,1372.0,63027,63379,63674,64084,64654,64873,65110,0.01711964713535469,0.016361886429258902,0.017196972076514747,0.017055739342113477,0.01679710458749652,0.021072031945937646,0.01690626991414767,0.24640337892061828
4821,4818,5039,5273,5268,47065,TN,Hamilton County,857.0,8400.0,350972,353985,358165,361362,364626,367776,371662,0.013736138495378549,0.013610746218060087,0.014068934708863234,0.014592015762587101,0.014447680637146007,0.0226011806426269,0.014091103164406996,0.603932664386113
403,398,466,426,412,47069,TN,Hardeman County,22.0,319.0,25992,25823,25590,25491,25270,25049,24836,0.015504770698676515,0.015412616659567053,0.018210238374364987,0.0167117806284571,0.01630391768895924,0.01284425833467547,0.01642866481000498,-0.218180023561417
548,527,537,572,533,47071,TN,Hardin County,28.0,500.0,25808,25760,25746,25708,25659,25627,25583,0.021233725976441412,0.02045807453416149,0.020857608948962946,0.02224988330480784,0.020772438520597063,0.01954422858929758,0.021114346256994147,-0.07436259918189343
1026,1013,1031,1009,1045,47073,TN,Hawkins County,25.0,761.0,56506,56397,56599,56671,56774,56855,56775,0.01815736381977135,0.01796194833058496,0.018215869538331066,0.01780452083076,0.018406312748793462,0.013403786878027301,0.018109203053648167,-0.25983562952390343
459,517,485,474,474,47077,TN,Henderson County,40.0,422.0,28107,28092,27860,27868,27924,28050,28076,0.01633045148895293,0.018403816033034315,0.017408470926058867,0.017008755561934836,0.016974645466265578,0.015030631144037613,0.017225227895249304,-0.1274059631929142
625,671,645,652,681,47079,TN,Henry County,49.0,668.0,32247,32133,32213,32387,32289,32309,32056,0.019381647905231496,0.02088195935642486,0.02002297209201254,0.020131534257572484,0.021090773947784074,0.02083853256800599,0.02030177751180509,0.026438820733247877
395,385,407,394,420,47081,TN,Hickman County,,308.0,24481,24395,24656,24871,25017,25155,25387,0.01613496180711572,0.015781922525107604,0.01650713822193381,0.015841743395922963,0.016788583763041133,0.01213219364241541,0.016210869942624245,-0.2516013214987629
800,896,891,953,902,47089,TN,Jefferson County,103.0,953.0,52439,53049,53193,53760,53989,54563,55307,0.015255821049219093,0.01689004505268714,0.016750324290790142,0.017726934523809523,0.016707107003278446,0.017231091905183793,0.016666046383956867,0.03390399307725752
306,336,349,365,377,47091,TN,Johnson County,17.0,214.0,17942,17851,17782,17611,17759,17773,17849,0.017054954854531266,0.018822474931376395,0.01962658868518727,0.020725682811878938,0.021228672785629822,0.011989467197041852,0.019491674813720737,-0.3848929190732174
6187,6017,6177,6499,6557,47093,TN,Knox County,1051.0,10383.0,448112,451551,456410,461977,466787,470137,475609,0.01380681615310458,0.013325183644815315,0.013533884007800005,0.014067799912116838,0.014047092142668926,0.02183095778254827,0.013756155172101135,0.5869956037442532
387,414,455,445,393,47097,TN,Lauderdale County,,308.0,27359,26907,25319,26088,25980,25608,25451,0.014145253846997332,0.015386330694614784,0.017970693945258503,0.01705765102729224,0.0151270207852194,0.012101685591921731,0.015937390059876454,-0.24067331310484702
747,743,765,794,830,47099,TN,Lawrence County,43.0,675.0,42313,42607,43087,43406,43814,44163,44432,0.01765414884314513,0.0174384490811369,0.0177547752222248,0.018292401972077592,0.018943716620258365,0.01519175369103349,0.018016698347768555,-0.15679591244779578
572,581,585,602,655,47103,TN,Lincoln County,36.0,536.0,33465,33634,33616,33941,34257,34436,34540,0.017092484685492307,0.01727418683475055,0.01740242741551642,0.01773666067587873,0.019120179817263626,0.015518239722061377,0.017725187885780324,-0.12450915487837658
870,895,954,921,925,47105,TN,Loudon County,34.0,709.0,50613,50950,51427,52319,53152,54039,54910,0.01718925967636773,0.017566241413150146,0.018550566822875144,0.017603547468414915,0.017402919927754366,0.012912037880167548,0.01766250706171246,-0.2689578079118023
956,929,956,968,978,47107,TN,McMinn County,57.0,964.0,52687,52519,52697,52918,53329,53810,54208,0.018144893427221136,0.017688836421104744,0.018141450177429456,0.01829245247363846,0.01833899004294099,0.017783353010625738,0.018121324508466957,-0.018650485381645595
500,521,536,544,551,47109,TN,McNairy County,19.0,374.0,26039,25874,25845,26030,25837,25662,25696,0.01920196628134721,0.020136043905078456,0.020739021087250918,0.020898962735305417,0.02132600534117738,0.014554794520547944,0.020460399870031877,-0.28863587158596093
390,375,366,394,395,47111,TN,Macon County,16.0,276.0,22916,23075,23364,23931,24294,24624,24827,0.017018676906964566,0.016251354279523293,0.01566512583461736,0.01646400066858886,0.016259158639993415,0.011116929149716036,0.016331663265937497,-0.3193020840135548
1382,1405,1539,1542,1416,47113,TN,Madison County,694.0,3368.0,98172,97613,97535,97543,97706,98046,98360,0.014077333659291855,0.01439357462633051,0.015778951145742553,0.01580841270003998,0.01449245696272491,0.03424156161041074,0.014910145818825962,1.2965276145841846
477,504,558,526,517,47115,TN,Marion County,18.0,400.0,28416,28407,28375,28425,28593,28878,28924,0.016786317567567568,0.017742105818988278,0.019665198237885463,0.018504837291116974,0.018081348581820724,0.013829345871940258,0.018155961499475803,-0.23830275403814127
441,502,509,503,506,47117,TN,Marshall County,20.0,401.0,31293,31597,32076,33077,33865,34507,35016,0.014092608570606844,0.015887584264328892,0.01586856216485846,0.015206941379206095,0.014941680200797284,0.011451907699337446,0.015199475315959516,-0.24655901198688793
1236,1265,1333,1345,1350,47119,TN,Maury County,275.0,1903.0,85498,87547,89719,92393,94577,96795,99590,0.014456478514117289,0.014449381475093379,0.014857499526298777,0.01455737988808676,0.014274083550969052,0.01910834421126619,0.01451896459091305,0.3160955171159716
752,774,797,813,891,47123,TN,Monroe County,54.0,744.0,45407,45645,45905,46032,46303,46650,47177,0.016561323144008634,0.01695695037791653,0.017361943143448424,0.01766162669447341,0.019242813640584843,0.015770396591559446,0.01755693140008637,-0.10175666623144272
1588,1725,1753,1912,2038,47125,TN,Montgomery County,198.0,2166.0,189294,192749,194823,200228,205849,209807,214251,0.008389066742738809,0.008949462772828912,0.008997910924274854,0.009549114010028567,0.009900461017541985,0.010109637761317333,0.009157203093482624,0.1040093419477152
326,351,349,360,364,47129,TN,Morgan County,,225.0,21714,21514,21761,21574,21541,21385,21431,0.015013355438887354,0.016314957701961515,0.01603786590689766,0.01668675257254102,0.016898008449004225,0.010498810134851384,0.016190188013858357,-0.3515325377404703
512,503,516,541,573,47131,TN,Obion County,70.0,559.0,30845,30580,30572,30409,30353,30249,30131,0.016599124655535744,0.01644865925441465,0.01687818919272537,0.017790785622677496,0.018877870391724047,0.01855232152932196,0.01731892582341546,0.07121664002041808
378,417,430,463,446,47133,TN,Overton County,42.0,405.0,21945,22062,21951,21995,22071,22271,22566,0.01722488038277512,0.018901278215936904,0.019589084779736685,0.0210502386906115,0.02020751211997644,0.017947354427014093,0.01939459883780733,-0.07462100262532967
1136,1200,1122,1080,1161,47141,TN,Putnam County,253.0,1874.0,74946,75091,75984,77246,78596,79957,80929,0.015157580124356203,0.015980610192965868,0.014766266582438408,0.013981306475416204,0.014771744109114967,0.02315609979117498,0.014931501496858329,0.5508219180801845
582,600,594,604,607,47143,TN,Rhea County,39.0,539.0,32648,32402,32530,32709,32933,33206,33443,0.017826513109531976,0.01851737547064996,0.01826006762988011,0.018465865663884556,0.018431360641302037,0.01611697515175074,0.018300236503049728,-0.11930235715451815
983,1002,1034,1105,1089,47145,TN,Roane County,78.0,949.0,52870,52799,52988,53039,53313,53476,53841,0.018592774730470968,0.018977632152124092,0.019513852192949346,0.020833726126058185,0.02042653761746666,0.017625972771679575,0.01966890456381385,-0.10386606867231382
909,927,967,970,970,47147,TN,Robertson County,71.0,953.0,68063,68709,69439,70342,71159,71693,72275,0.01335527379045884,0.013491682312360826,0.01392589178991633,0.013789769980950215,0.013631445073708174,0.013185748875821515,0.013638812589478877,-0.033218706590840655
2413,2589,2745,2913,2984,47149,TN,Rutherford County,630.0,4227.0,289014,298401,307724,316777,324809,332125,339261,0.008349076515324518,0.00867624438255904,0.008920331205885795,0.009195743377833618,0.009186937554070239,0.012459433887184203,0.008865666607134642,0.40535781902259643
387,374,386,425,389,47151,TN,Scott County,12.0,289.0,21994,21896,21899,21971,22036,22102,22090,0.017595707920341912,0.017080745341614908,0.017626375633590576,0.019343680305857723,0.017652931566527502,0.01308284291534631,0.017859888153586523,-0.26747341288813803
1432,1401,1481,1522,1586,47155,TN,Sevier County,136.0,1463.0,94716,95492,96613,97544,98231,98402,99244,0.015118881709531653,0.014671386084698194,0.01532920000414023,0.015603214959402936,0.016145615946086267,0.014741445326669622,0.015373659740771855,-0.04112322145556288
11111,11318,11277,11546,11855,47157,TN,Shelby County,1880.0,16918.0,937949,937598,936716,936012,937239,937070,936017,0.011846059860397527,0.012071271483087634,0.012038867703765069,0.012335311940445208,0.012648854774502555,0.018074458049373035,0.012188073152439598,0.48296271472207253
2871,2891,2858,2970,2916,47163,TN,Sullivan County,550.0,4987.0,156509,156336,156372,157154,157785,158469,158755,0.018343992997207827,0.018492221881076656,0.018276929373545137,0.018898659913206155,0.018480844186709762,0.03141318383672955,0.018498529670349106,0.6981449010556263
2015,2080,2227,2362,2308,47165,TN,Sumner County,330.0,2501.0,172380,175467,179474,184016,187854,191497,195561,0.011689291101055807,0.011854080824314543,0.012408482565719825,0.012835840361707677,0.012286137106476306,0.012788848492286294,0.012214766391854832,0.04699902413314075
797,839,889,862,865,47167,TN,Tipton County,40.0,614.0,61625,61570,61242,61335,61601,61715,61918,0.012933062880324543,0.013626766282280331,0.014516181705365599,0.014053965924838999,0.014041979837989643,0.0099163409670855,0.013834391326159823,-0.2832108957092732
384,387,415,420,429,47171,TN,Unicoi County,17.0,364.0,17957,17830,17736,17833,17867,17914,17755,0.021384418332683633,0.021704991587212563,0.02339873703202526,0.023551842090506366,0.02401074606817037,0.020501267248662348,0.02281014702211964,-0.10122160857702081
315,319,305,326,312,47173,TN,Union County,,265.0,18992,19159,19222,19394,19651,19936,20187,0.01658593091828138,0.016650138316196043,0.015867235459369473,0.016809322470867277,0.015877054602819195,0.013127260117897657,0.016357936353506675,-0.1974990100090745
638,691,695,690,717,47177,TN,Warren County,56.0,608.0,39993,40271,40424,40698,40859,41269,41605,0.015952791738554246,0.017158749472325,0.017192756778151592,0.016954150081085067,0.01754815340561443,0.014613628169691143,0.01696132029514607,-0.1384144680132466
1907,1960,2007,2147,2059,47179,TN,Washington County,421.0,3629.0,125821,126238,127439,127869,129025,129670,130367,0.015156452420502143,0.015526228235555063,0.01574871114807869,0.01679062165184681,0.015958147645805075,0.02783679918997906,0.01583603222035756,0.757814003067906
516,546,552,549,548,47183,TN,Weakley County,26.0,492.0,34003,33875,33591,33323,33368,33269,33334,0.015175131606034762,0.01611808118081181,0.01643297311779941,0.01647510728325781,0.016422920163030447,0.014759704805903882,0.016124842670186847,-0.08466053853703409
498,530,519,530,526,47185,TN,White County,21.0,411.0,26279,26363,26473,26780,27099,27378,27707,0.01895049278891891,0.020103933543223457,0.019604880444226192,0.019790888722927558,0.01941031034355511,0.01483379651351644,0.019572101168570246,-0.242094837659167
1492,1662,1754,1864,1917,47187,TN,Williamson County,217.0,1879.0,205395,211713,219105,226373,232517,238556,245348,0.007264052192117627,0.007850250102733417,0.008005294265306589,0.008234197541226207,0.008244558462391997,0.00765850954562499,0.007919670512755168,-0.032976241462263016
1491,1481,1469,1575,1642,47189,TN,Wilson County,145.0,1540.0,125253,128610,132649,136824,140909,144507,148130,0.011903906493257647,0.011515434258611306,0.011074339045149229,0.011511138396772496,0.011652910743813383,0.010396273543509079,0.011531545787520811,-0.0984492682013455
905,896,906,965,952,48001,TX,Anderson County,117.0,855.0,57846,57665,57595,58232,58138,57816,57805,0.015644988417522387,0.015538021330096246,0.01573053216425037,0.016571644456656133,0.016374832295572603,0.014791108035637055,0.015972003732819547,-0.0739353506884028
1208,1238,1292,1298,1318,48005,TX,Angelina County,301.0,1766.0,87575,87837,87661,87523,86854,86761,86796,0.01379389095061376,0.014094288283980554,0.014738595270416719,0.014830387441015504,0.015174891196720934,0.020346559749297204,0.014526410628549494,0.40065982365313807
477,501,473,477,430,48007,TX,Aransas County,,363.0,24573,24812,25216,25421,23283,23364,23814,0.019411549261384446,0.020191842656778976,0.01875793147208122,0.01876401400416978,0.018468410428209424,0.015243134290753338,0.019118749564524768,-0.2027128008916814
582,558,515,570,590,48013,TX,Atascosa County,94.0,603.0,47730,48382,48689,49094,50325,51140,51724,0.012193588937774984,0.0115332148319623,0.010577337797038346,0.011610380087179696,0.011723795330352707,0.011658031088082901,0.011527663396861607,0.011309116750996323
390,391,413,389,391,48015,TX,Austin County,10.0,304.0,28975,29477,29650,29729,30000,30107,29972,0.013459879206212251,0.013264579163415544,0.013929173693086003,0.013084866628544519,0.013033333333333333,0.010142799946616843,0.013354366404918327,-0.2404881190858059
920,921,963,985,965,48021,TX,Bastrop County,15.0,803.0,77726,80109,82642,84624,86590,88737,91601,0.011836451123176286,0.011496835561547392,0.011652670554923647,0.01163972395537909,0.01114447395773184,0.008766279844106505,0.01155403103055165,-0.24127953084716994
370,372,345,396,394,48025,TX,Bee County,32.0,336.0,32847,32620,32823,32598,32494,32618,32513,0.011264346820105338,0.011404046597179644,0.010510922219175578,0.012147984538928768,0.012125315442850988,0.010334327807338603,0.011490523123648063,-0.10062164305904864
2992,3132,2995,3120,3264,48027,TX,Bell County,590.0,4791.0,330436,336434,341477,347683,355722,363693,369927,0.00905470348267138,0.009309403924692511,0.008770722479112794,0.008973691552362353,0.00917570462327323,0.012951203886172137,0.009056845212422454,0.429990640494567
17677,18027,18392,18904,19484,48029,TX,Bexar County,4804.0,27102.0,1857977,1894811,1927409,1956394,1981061,2002445,2026823,0.009514111315694435,0.009513877637400248,0.009542344152175277,0.009662675309779115,0.009835133799514503,0.013371665902745331,0.009613628442912716,0.3909072918876001
345,320,343,369,351,48035,TX,Bosque County,11.0,305.0,17715,17860,18035,18309,18598,18594,18603,0.01947502116850127,0.01791713325867861,0.019018574993069033,0.020154022611830247,0.018872997096461987,0.01639520507445036,0.019087549825708226,-0.1410524020024645
1385,1440,1348,1512,1561,48037,TX,Bowie County,425.0,2463.0,93337,93146,93575,93625,93922,93505,93481,0.014838702765248507,0.015459601056406072,0.014405557039807641,0.016149532710280374,0.016620174187091417,0.02634760004706839,0.015494713551766801,0.7004251133164109
3071,3092,3292,3335,3360,48039,TX,Brazoria County,397.0,3342.0,337632,345295,353361,362261,369470,374699,380518,0.009095701829210502,0.008954661955719022,0.009316251651993287,0.009206069656960037,0.009094107776003465,0.008782764547275031,0.009133358573977263,-0.03838610122032689
1426,1435,1329,1433,1536,48041,TX,Brazos County,459.0,2533.0,209039,216339,219881,223985,226011,229418,232555,0.006821693559575007,0.006633108223667485,0.006044178441975432,0.006397749849320267,0.006796129391932251,0.010892047042635076,0.006538571893294089,0.665814373595231
691,695,696,687,663,48049,TX,Brown County,121.0,781.0,37544,37729,38056,37816,37750,37770,37633,0.01840507138291072,0.018420843383074027,0.018288837502627706,0.01816691347577745,0.017562913907284768,0.020753062471766802,0.018168915930334935,0.1422289888587882
300,316,347,338,330,48051,TX,Burleson County,12.0,223.0,17388,17612,17862,18055,18329,18425,18514,0.01725327812284334,0.01794231205995912,0.019426715933266153,0.018720576017723624,0.018004255551312128,0.012044938965107487,0.01826942753702087,-0.34070517859961297
721,694,684,722,739,48053,TX,Burnet County,81.0,703.0,43957,44738,45836,46592,47377,48280,49653,0.01640239324794686,0.015512539675443695,0.014922768129854262,0.015496222527472528,0.015598286088186251,0.014158258312690068,0.015586441933780717,-0.09162986826360456
474,467,506,539,532,48055,TX,Caldwell County,37.0,400.0,39670,40386,41095,42302,43129,43579,43979,0.01194857574993698,0.011563413063933046,0.01231293344689135,0.01274171433974753,0.012335087759975886,0.009095250005684532,0.012180344872096956,-0.25328468929314457
3776,3746,3784,3833,3799,48061,TX,Cameron County,1734.0,6020.0,418698,419062,420894,421506,421446,422649,424180,0.009018433333811004,0.008939011411199297,0.008990387128350607,0.009093583483983621,0.009014203480398438,0.01419208826441605,0.009011123767548593,0.574952095933413
535,586,601,575,525,48067,TX,Cass County,30.0,494.0,30119,30137,30048,29958,30125,30002,29879,0.017762873933397524,0.01944453661611972,0.02000133120340788,0.019193537619333734,0.017427385892116183,0.016533351183105192,0.018765933052875012,-0.11896993682537835
736,786,781,810,773,48073,TX,Cherokee County,98.0,674.0,51187,51567,51870,52099,52299,52561,52875,0.014378650829312131,0.01524230612601082,0.015056872951609793,0.015547323365131769,0.014780397330732902,0.012747044917257684,0.015001110120559482,-0.15025989311367915
5392,5602,5868,6257,6540,48085,TX,Collin County,1421.0,10003.0,884410,915014,944313,972724,1006012,1035072,1072069,0.006096719847129725,0.006122310696885512,0.006214041318927093,0.006432451548435116,0.006500916490061749,0.009330556148904596,0.006273287980287839,0.48734701455176593
349,339,370,355,342,48089,TX,Colorado County,16.0,322.0,20695,20946,21091,21301,21317,21467,21610,0.016863976805991786,0.016184474362646806,0.017543027831776588,0.016665884230787287,0.016043533330205938,0.014900509023600185,0.01666017931228168,-0.10562132950059473
1416,1526,1599,1808,1845,48091,TX,Comal County,326.0,2211.0,123268,128870,134408,140721,148230,156435,164812,0.011487166174514066,0.011841390548614883,0.01189661329682757,0.012848117907064333,0.012446873102610808,0.01341528529476009,0.012104032205926332,0.10833192332318375
564,562,571,558,612,48097,TX,Cooke County,49.0,513.0,38772,39179,39334,39903,40434,41074,41393,0.014546580006190035,0.014344419204165498,0.014516703106727005,0.013983910984136531,0.015135776821486868,0.01239339985021622,0.014505478024541186,-0.1456055547257135
654,701,648,667,705,48099,TX,Coryell County,36.0,563.0,76245,76242,74924,74886,74791,76543,76737,0.008577611646665356,0.009194407282075497,0.008648764080935348,0.008906871778436557,0.00942626786645452,0.007336747592426079,0.008950784530913455,-0.18032351610218675
21590,21879,22288,22998,22973,48113,TX,Dallas County,4074.0,28312.0,2519407,2557615,2591488,2620425,2629764,2635603,2635888,0.008569476864992437,0.008554454051919465,0.00860046428924232,0.008776438936432067,0.008735764882324042,0.0107409723023133,0.008647319804982066,0.24211577049862296
4602,4766,5045,5315,5454,48121,TX,Denton County,869.0,6651.0,752355,778799,807566,834649,858148,888765,919324,0.006116793269134916,0.0061196791469942825,0.006247167414180389,0.0063679462864030265,0.006355547061812182,0.0072346637311763865,0.00624142663570496,0.15913622853298864
374,354,375,375,392,48123,TX,DeWitt County,44.0,289.0,20519,20632,20598,20164,20042,20105,20174,0.018227009113504555,0.017157813105854982,0.018205651034080977,0.018597500495933346,0.019558926254864783,0.014325369287201349,0.01834938000084773,-0.21929954654928258
389,371,359,352,351,48133,TX,Eastland County,18.0,299.0,18259,18151,18233,18278,18278,18267,18388,0.021304562133742263,0.020439645198611647,0.01968957384961334,0.019258124521282415,0.019203413940256046,0.01626060474222319,0.019979063928701142,-0.18611778808796733
1671,1655,1671,1739,1702,48135,TX,Ector County,504.0,2385.0,154553,159859,157748,156823,161859,166204,167701,0.010811825069717184,0.010352873469745213,0.010592844283287267,0.011088934658819178,0.010515325066879197,0.014221739882290505,0.010672360509689609,0.33257678742939367
1615,1691,1736,1832,1784,48139,TX,Ellis County,233.0,1870.0,159239,163331,168367,173434,179094,184765,191760,0.010141987829614604,0.010353209127477331,0.010310809125303652,0.010563096048064394,0.009961249399756553,0.00975177304964539,0.010266070306043307,-0.050096798586618564
7350,7412,7458,7693,7835,48141,TX,El Paso County,3015.0,11755.0,833370,831382,834112,836087,835590,837501,841286,0.008819611937074768,0.008915276010305732,0.008941245300391315,0.009201195569360604,0.009376608145142953,0.01397265614784984,0.009050787392455075,0.5438055875113957
