death14_sum,death15_sum,death16_sum,death17_sum,death18_sum,countyFIPS,statecode,countyname,coviddeath_may21,alldeath_may21,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,death14_pop,death15_pop,death16_pop,death17_pop,death18_pop,death20_pop,avgdeath_pop,excessmortal_final
363,357,404,368,403,37033,NC,Caswell County,,209.0,22808,22813,22749,22623,22691,22590,22443,0.015915468256752018,0.01564897207732433,0.017759022374609874,0.0162666313044247,0.01776034551143625,0.00931248050617119,0.016670087904909432,-0.4413658428622555
2295,2345,2326,2471,2358,37035,NC,Catawba County,343.0,2459.0,155157,155607,156517,157822,158521,159363,160307,0.014791469285949072,0.015070016130379739,0.014861005513778057,0.015656879269049944,0.014875000788539058,0.015339317684193454,0.015050874197539175,0.019164566979201738
876,919,944,994,1039,37037,NC,Chatham County,62.0,963.0,66708,68307,69680,71248,73171,74419,75748,0.01313185824788631,0.013453965186584099,0.013547646383467279,0.013951268807545474,0.014199614601413129,0.012713206949358399,0.013656870645379257,-0.06909809139476199
536,485,514,582,572,37039,NC,Cherokee County,22.0,335.0,27093,27126,27860,28000,28425,28708,29073,0.01978370796884804,0.017879525178795253,0.018449389806173725,0.020785714285714286,0.020123131046613896,0.011522718673683487,0.019404293657229038,-0.4061768556367566
1712,1718,1716,1680,1763,37045,NC,Cleveland County,211.0,1472.0,97030,96881,97037,97198,97593,97964,99035,0.01764402762032361,0.017733095240552842,0.017683976215258097,0.017284306261445708,0.018064820222761877,0.01486343211995759,0.017682045112068424,-0.15940537275221986
953,944,1006,992,943,37047,NC,Columbus County,56.0,765.0,56906,56698,56324,56000,55764,55452,54754,0.016746915966681895,0.016649617270450456,0.017860947375896597,0.017714285714285714,0.016910551610357937,0.013971581984877817,0.017176463587534517,-0.1865856488050649
1459,1509,1535,1532,1567,37049,NC,Craven County,147.0,1445.0,104168,102988,102784,102740,102663,102031,101233,0.014006220720374779,0.014652192488445256,0.01493423100871731,0.014911426902861593,0.015263532139134839,0.01427400156075588,0.014753520651906757,-0.032502011042964365
3371,3488,3579,3564,3695,37051,NC,Cumberland County,274.0,3598.0,332680,331598,333723,331702,334495,336524,336364,0.010132860406396537,0.010518760668037804,0.010724463102633022,0.010744583994066964,0.011046502937263636,0.0106967451927079,0.010633434221679592,0.005953953323868715
405,438,499,502,525,37055,NC,Dare County,,326.0,34914,35499,35905,36257,36710,37071,37547,0.01159993125966661,0.012338375728893772,0.013897785823701434,0.013845602228535179,0.01430128030509398,0.008682451327669321,0.013196595069178193,-0.3420688228929636
2454,2485,2489,2639,2586,37057,NC,Davidson County,137.0,1820.0,163437,163548,164497,165489,166726,168238,169234,0.01501495989280273,0.015194316041773669,0.015130975032979326,0.015946679235477886,0.015510478269735974,0.010754340144415425,0.015359481694553917,-0.2998240202188176
614,671,681,633,632,37059,NC,Davie County,12.0,326.0,41262,41652,41927,42297,42504,42699,43286,0.014880519606417527,0.016109670604052627,0.016242516755312804,0.01496560039719129,0.01486918878223226,0.007531303423739777,0.015413499229041302,-0.5113826320794377
761,815,747,740,732,37061,NC,Duplin County,70.0,578.0,59426,58879,59284,58942,59001,58802,58794,0.012805842560495407,0.013841947043937567,0.012600364347884759,0.01255471480438397,0.012406569380179996,0.009830935129434976,0.012841887627376338,-0.23446338928574748
2659,2742,2845,2878,2912,37063,NC,Durham County,369.0,4435.0,295324,301014,308105,312466,317478,322969,327306,0.009003670544893067,0.009109210867268631,0.00923386507846351,0.00921060211350995,0.009172289103496935,0.013550011304406273,0.009145927541526419,0.48153495016043285
900,908,897,933,1068,37065,NC,Edgecombe County,89.0,670.0,54860,53734,53281,52793,52015,51429,50829,0.016405395552314985,0.016898053374027618,0.016835269608303147,0.017672797529975564,0.02053253869076228,0.013181451533573354,0.017668810951076717,-0.253970650879023
4470,4636,4698,4970,4817,37067,NC,Forsyth County,664.0,6606.0,364555,367516,371437,375901,379196,382118,383843,0.01226152432417605,0.012614416787296336,0.012648174522193535,0.013221566316663163,0.012703193071656875,0.01721016144621629,0.012689775004397191,0.3562227415578858
760,772,796,881,917,37069,NC,Franklin County,18.0,474.0,62694,63667,64681,66175,67646,69775,71859,0.012122372156825215,0.012125590965492327,0.012306550609916358,0.013313184737438609,0.013555864352659434,0.00659625099152507,0.012684712564466388,-0.4799841968825443
3114,3174,3214,3318,3415,37071,NC,Gaston County,332.0,3015.0,210599,212998,216727,219788,222862,224652,226568,0.014786394997127241,0.01490154837134621,0.014829716648133366,0.015096365588658161,0.015323383977528695,0.013307263161611524,0.014987481916558734,-0.11210814226843809
704,724,786,794,794,37077,NC,Granville County,37.0,569.0,58027,58201,58719,59452,60100,60358,60486,0.012132283247453772,0.012439648803285167,0.013385786542686354,0.013355311848213685,0.013211314475873544,0.009407135535495817,0.012904868983502505,-0.2710398263227753
5902,5919,6164,6371,6431,37081,NC,Guilford County,769.0,6929.0,512414,517281,524520,528622,533244,537872,540521,0.01151803034265262,0.011442523502699694,0.011751696789445588,0.012052090151374706,0.012060145074299946,0.012819113410949805,0.01176489717209451,0.08960692332745757
908,877,905,941,985,37083,NC,Halifax County,72.0,695.0,52840,52190,51814,51329,50696,50074,49479,0.017183951551854655,0.016803985437823337,0.017466321843517197,0.018332716398137505,0.01942954079217295,0.014046363103538875,0.01784330320470113,-0.21279356504808394
1341,1379,1317,1387,1463,37085,NC,Harnett County,100.0,1115.0,126769,128145,130822,132584,134649,136172,137058,0.010578295955635841,0.010761247024854656,0.010067114093959731,0.010461292463645688,0.010865286782671985,0.0081352420143297,0.01054664726415358,-0.2286418792083692
1075,1065,1093,1142,1165,37087,NC,Haywood County,79.0,842.0,59192,59724,60493,61167,62170,62510,62972,0.01816123800513583,0.017832027325698212,0.018068206238738366,0.0186701979825723,0.018738941611709827,0.013371022041542273,0.018294122232770906,-0.2691083031253454
1920,1981,1965,1958,1964,37089,NC,Henderson County,170.0,1785.0,110338,111943,113711,115431,116557,117347,118445,0.017401076691620294,0.017696506257648983,0.017280650069034658,0.01696251440254351,0.016850124831627445,0.015070285786652033,0.017238174450494977,-0.12576091917788285
386,365,351,380,392,37091,NC,Hertford County,75.0,377.0,24615,24404,24211,23917,23882,23642,23108,0.01568149502335974,0.01495656449762334,0.014497542439387055,0.01588828030271355,0.01641403567540407,0.01631469620910507,0.015487583587697551,0.05340488506318892
408,436,457,545,508,37093,NC,Hoke County,29.0,318.0,51633,52805,53086,54207,54661,55166,55830,0.007901923188658417,0.008256793864217404,0.008608672719737785,0.010054052059697087,0.009293646292603501,0.00569586243954863,0.008823017624982839,-0.3544314789284229
2078,2114,2220,2262,2187,37097,NC,Iredell County,174.0,1911.0,166598,169592,172600,175673,178358,181866,185770,0.012473138933240495,0.012465210623142601,0.012862108922363847,0.012876196114371588,0.012261855369537672,0.010286913925822254,0.012587701992531241,-0.18278062731975475
452,530,565,545,560,37099,NC,Jackson County,41.0,455.0,40960,41352,42645,43220,43540,43736,44033,0.01103515625,0.01281679241632811,0.013248915464884511,0.012609902822767237,0.012861736334405145,0.010333159221492971,0.012514500657677,-0.17430511179412403
1797,2034,2042,2047,2138,37101,NC,Johnston County,114.0,1731.0,180732,185130,190937,196541,203031,209786,216246,0.009942898877896554,0.010986874088478366,0.01069462702357322,0.010415129667601162,0.01053041161201984,0.008004772342609805,0.01051398825391383,-0.23865500423875488
792,842,803,878,838,37105,NC,Lee County,43.0,664.0,59425,59402,59653,60418,61219,61772,62353,0.013327724021876314,0.014174606915592067,0.013461183846579385,0.014532093084842266,0.013688560740946439,0.010649046557503247,0.013836833721967295,-0.23038414918603314
1009,1019,1002,1037,1053,37107,NC,Lenoir County,82.0,729.0,58275,58012,57264,56644,56050,56074,55720,0.017314457314457313,0.01756533131076329,0.017497904442581726,0.018307322929171668,0.01878679750223015,0.013083273510409188,0.01789436269984083,-0.26886060543941237
1044,1172,1147,1120,1159,37109,NC,Lincoln County,60.0,784.0,79479,80646,81235,82608,84334,86627,88097,0.01313554523836485,0.01453264886045185,0.014119529759340187,0.013558008909548712,0.013742974363839021,0.008899281473829982,0.013817741426308924,-0.35595252514381354
746,714,744,734,769,37111,NC,McDowell County,31.0,392.0,45017,44982,44876,45089,45481,45784,45782,0.016571517426749893,0.015873015873015872,0.01657901773776629,0.01627891503470913,0.016908159451199403,0.008562317067843257,0.016442125104688118,-0.47924510893048144
607,624,697,673,667,37113,NC,Macon County,28.0,456.0,33849,34117,34299,34610,35226,35729,35994,0.01793258294188898,0.018290002051763052,0.02032129216595236,0.0194452470384282,0.018934877647192414,0.012668778129688281,0.018984800369045002,-0.33268836735597646
445,422,436,453,430,37117,NC,Martin County,12.0,262.0,23441,23267,23121,22773,22696,22451,22178,0.01898383174779233,0.018137275970258306,0.018857315860040656,0.019891977341588724,0.018946069792033837,0.011813508882676526,0.01896329414234277,-0.3770328723479339
8106,8460,8617,8643,8964,37119,NC,Mecklenburg County,1045.0,9974.0,1010878,1034049,1058056,1079656,1095911,1113283,1128945,0.00801877180035573,0.008181430473797663,0.008144181404386913,0.00800532762287247,0.008179496327712744,0.008834797089317902,0.008105841525825103,0.0899296588972726
387,409,424,433,460,37123,NC,Montgomery County,13.0,259.0,27280,27432,27288,27274,27104,27209,27238,0.014186217008797655,0.014909594634004084,0.015537965406039285,0.015875925790129794,0.016971664698937426,0.009508774506204567,0.015496273507581648,-0.38638315195247813
1542,1557,1597,1596,1568,37125,NC,Moore County,300.0,1951.0,92849,94057,95458,97376,98961,101167,103352,0.01660761020581805,0.0165537918496231,0.01672987072848792,0.01639007558330595,0.015844625660613777,0.01887723508011456,0.016425194805569757,0.14928530855008915
1391,1436,1476,1571,1530,37127,NC,Nash County,157.0,1272.0,94253,93855,94060,94095,94161,94258,94859,0.014758150934187772,0.015300197112567257,0.015692111418243674,0.01669589244912057,0.0162487654124319,0.013409376021252596,0.015739023465310233,-0.14801728005503784
2580,2726,2713,2663,2770,37129,NC,New Hanover County,199.0,3538.0,216112,219619,224922,228863,232566,234275,236613,0.011938254238542978,0.012412405119775611,0.012061959256986866,0.011635782105451733,0.011910597421807143,0.014952686454252302,0.011991799628512868,0.24690929780875778
362,392,372,358,381,37131,NC,Northampton County,12.0,204.0,20658,20539,20135,19898,19741,19498,19088,0.017523477587375352,0.019085641949462,0.018475291780481747,0.017991757965624685,0.01929993414720632,0.01068734283319363,0.018475220686030018,-0.4215309784486184
1439,1538,1610,1684,1782,37133,NC,Onslow County,68.0,1097.0,192061,193402,192745,195332,197069,202795,203943,0.007492411265170962,0.007952347959173121,0.00835300526602506,0.008621219257469333,0.009042518102796483,0.005378953923400166,0.008292300370126992,-0.35133151437955085
1054,1080,1151,1126,1136,37135,NC,Orange County,188.0,1772.0,140432,141449,142849,143624,148029,148192,149077,0.00750541187193802,0.007635260765364195,0.008057459275178685,0.007839915334484488,0.007674171952793034,0.011886474774780819,0.0077424438399516845,0.535235517427401
540,598,587,605,599,37139,NC,Pasquotank County,71.0,599.0,39479,39433,39418,39420,39693,39970,40372,0.013678158008054915,0.015164963355565136,0.0148916738545842,0.015347539320142059,0.015090822059305167,0.01483701575349252,0.014834631319530295,0.00016073429199994435
743,789,815,798,861,37141,NC,Pender County,,396.0,55931,57463,58829,60787,62121,63046,64671,0.013284225206057463,0.01373057445660686,0.013853711604820752,0.01312780693240331,0.013860047326990872,0.006123301015911305,0.013571273105375852,-0.5488042302025634
606,596,611,631,707,37145,NC,Person County,33.0,421.0,39130,39214,39315,39412,39533,39621,39925,0.015486838742652696,0.01519865354210231,0.015541142057738776,0.01601035217700193,0.017883793286621305,0.010544771446462117,0.016024155961223405,-0.34194528111313705
1720,1777,1754,1835,1797,37147,NC,Pitt County,259.0,2975.0,175052,176178,177291,178661,179673,181257,182924,0.009825651806320407,0.010086389901122728,0.009893339199395345,0.010270848142571686,0.010001502729959427,0.016263584876779428,0.010015546355873919,0.6238340175262789
407,413,428,429,431,37149,NC,Polk County,10.0,202.0,20372,20417,20418,20567,20673,20723,21030,0.01997840172786177,0.02022824117157271,0.02096189636595161,0.020858657072008558,0.02084844966864993,0.009605325725154542,0.020575129201208915,-0.5331584248525559
2010,2105,2172,2267,2210,37151,NC,Randolph County,82.0,1431.0,142467,142560,143070,143000,143176,143495,144557,0.014108530396512877,0.01476571268237935,0.01518137974418117,0.015853146853146854,0.015435547857182768,0.009899209308438886,0.015068863506680602,-0.34306861933879823
751,827,784,798,758,37153,NC,Richmond County,57.0,595.0,45770,45427,45034,44786,44881,44764,44332,0.01640812759449421,0.018205032249543222,0.017409068703646134,0.017818068146295718,0.016889106748958358,0.01342145628439953,0.01734588068858753,-0.22624532444582168
1830,1909,2008,2008,2010,37155,NC,Robeson County,144.0,1569.0,134920,134446,133344,132606,131890,130440,129999,0.013563593240438779,0.014199009267661366,0.01505879529637629,0.015142602898813026,0.015239972704526499,0.012069323610181617,0.01464079468156319,-0.17563739723908336
1595,1588,1616,1576,1663,37157,NC,Rockingham County,80.0,1281.0,91825,91697,91326,90844,90680,91118,91285,0.017369997277429893,0.01731790571120102,0.017694851411427195,0.017348421469772356,0.0183392148213498,0.014032973653940954,0.017614078138236053,-0.20330921982918632
2217,2248,2264,2345,2282,37159,NC,Rowan County,202.0,1931.0,138091,138520,139417,140289,140870,141818,142495,0.01605463064211281,0.016228703436326885,0.01623905262629378,0.016715494443612828,0.016199332718108896,0.01355135267904137,0.016287442773291038,-0.1679877026942772
1210,1209,1193,1249,1212,37161,NC,Rutherford County,101.0,931.0,66587,66408,66318,66558,66721,67031,67076,0.0181717151996636,0.018205637874954824,0.017989082903585755,0.018765587908290512,0.018165195365776893,0.0138797781620848,0.018259443850454315,-0.2398575621601172
974,959,995,970,974,37163,NC,Sampson County,29.0,507.0,63806,63562,63200,63188,63277,63372,63382,0.015265022098235275,0.015087630974481608,0.01574367088607595,0.015351016015699184,0.01539263871548904,0.007999116468397969,0.015367995737996212,-0.47949514010986116
520,541,572,577,560,37165,NC,Scotland County,90.0,647.0,35662,35333,35315,35178,34701,34776,34637,0.014581347092142897,0.015311465202501911,0.016197083392326207,0.016402296890101767,0.016137863462148065,0.01867944683431013,0.01572601120784417,0.18780576889025613
959,1023,1015,1046,987,37167,NC,Stanly County,34.0,652.0,60621,60624,60829,61458,62077,62645,63239,0.015819600468484518,0.01687450514647664,0.016686120107185717,0.017019753327475674,0.015899608550670942,0.01031009345498822,0.0164599175200587,-0.3736242333885369
725,751,812,836,796,37169,NC,Stokes County,18.0,444.0,46309,46143,45895,45710,45459,45634,45743,0.015655704074801876,0.016275491407147347,0.017692559102298725,0.01828921461387005,0.01751028399216877,0.009706403165511662,0.017084650638057353,-0.43186411176065176
1242,1258,1320,1382,1390,37171,NC,Surry County,92.0,1171.0,72480,71990,72024,72114,71957,71741,71683,0.017135761589403973,0.017474649256841227,0.018327224258580473,0.019164101284077986,0.0193170921522576,0.01633581183823222,0.01828376570823225,-0.1065400804782227
524,580,613,594,570,37175,NC,Transylvania County,,354.0,32971,33185,33433,33812,34182,34270,34498,0.01589275423857329,0.017477776103661292,0.018335177818323212,0.017567727434047085,0.016675443215727576,0.010261464432720737,0.01718977576206649,-0.403048383250862
1873,1908,2013,2051,2054,37179,NC,Union County,127.0,1599.0,217767,222051,226501,231525,236217,240028,244562,0.008600935862642182,0.008592620614183227,0.008887377980671168,0.008858654572940288,0.008695394488965655,0.00653821934724119,0.008726996703880505,-0.25080533783931225
677,712,768,780,719,37181,NC,Vance County,81.0,630.0,44533,44477,44558,44387,44735,44670,44718,0.015202209597377225,0.016008273939339433,0.017235962116791598,0.017572712731205083,0.016072426511679894,0.01408828659600161,0.016418316979278647,-0.1419165183750405
7122,7349,7825,8003,8184,37183,NC,Wake County,714.0,8514.0,998221,1022871,1048933,1072463,1092202,1112795,1132271,0.007134692618167721,0.007184679201971705,0.007459961694407555,0.007462262101349883,0.007493119404652253,0.007519401274076612,0.0073469430041098235,0.023473473235101593
448,465,466,491,502,37189,NC,Watauga County,31.0,459.0,52421,53129,54176,55250,56205,56271,56441,0.008546193319471204,0.008752282181106364,0.008601594802126402,0.008886877828054298,0.008931589716217419,0.008132386031431052,0.008743707569395137,-0.06991559737242835
1584,1617,1744,1772,1845,37191,NC,Wayne County,184.0,1780.0,124634,124400,124368,123201,123483,123904,123967,0.012709212574417896,0.0129983922829582,0.014022899781294224,0.014383000137985893,0.014941327956074925,0.014358659965958682,0.013810966546546228,0.039656414890775246
1140,1154,1169,1160,1164,37193,NC,Wilkes County,69.0,760.0,68418,68302,68573,68461,68481,68296,68043,0.016662281855652022,0.016895552106819714,0.017047525994195966,0.016943953491769036,0.016997415341481577,0.011169407580500565,0.016909345757983665,-0.3394535932753646
1150,1164,1160,1268,1319,37195,NC,Wilson County,121.0,972.0,80996,81228,81298,81446,81396,81775,81979,0.014198232011457356,0.014330033978431083,0.01426849368988167,0.015568597598408762,0.0162047275050371,0.011856695007257957,0.014914016956643194,-0.20499654508059315
578,616,618,649,620,37197,NC,Yadkin County,,403.0,37852,37630,37650,37599,37456,37617,37625,0.015269998943252669,0.016369917618921075,0.016414342629482073,0.017261097369610894,0.01655275523280649,0.010710963455149502,0.016373622358814642,-0.34584032656748565
312,310,313,316,354,37199,NC,Yancey County,,172.0,17543,17550,17590,17709,17893,18059,18099,0.017784871458701477,0.017663817663817662,0.017794201250710632,0.01784403410695127,0.019784273179455653,0.009503287474446101,0.018174239531927337,-0.47710123123714004
943,993,988,1033,1049,38015,ND,Burleigh County,291.0,1805.0,90571,93284,94642,95343,95530,95816,96212,0.010411721191109738,0.010644912310792847,0.010439339827983347,0.010834565725852972,0.01098084371401654,0.01876065355672889,0.010662276553951088,0.7595354483444543
1470,1460,1546,1524,1569,38017,ND,Cass County,536.0,3237.0,166792,171028,174562,178122,180861,182238,183904,0.008813372343997315,0.008536613887784456,0.008856452148806728,0.008555933573618082,0.008675170434753762,0.017601574734644163,0.00868750847779207,1.02607856782404
618,647,688,723,735,38035,ND,Grand Forks County,130.0,1013.0,69865,70448,70666,70722,70675,69670,69481,0.008845630859514779,0.009184079037020213,0.009735940905102878,0.01022312717400526,0.010399717014503007,0.01457952533786215,0.009677698998029227,0.5065074188431705
370,376,437,420,436,38059,ND,Morton County,44.0,385.0,29792,30273,30775,30971,31041,31301,31503,0.012419441460794845,0.012420308525749017,0.014199837530463038,0.013561073262083886,0.014045939241648143,0.012221058311906802,0.013329320004147785,-0.08314465343289203
339,344,314,329,326,38089,ND,Stark County,44.0,316.0,30345,31908,30937,30361,30934,31483,32107,0.011171527434503213,0.010780995361664786,0.010149658984387626,0.010836270215078554,0.010538565979181484,0.009842090509857664,0.010695403594963133,-0.0797831589550605
335,319,337,370,308,38093,ND,Stutsman County,68.0,315.0,21154,21090,21124,21179,20897,20695,20498,0.015836248463647538,0.01512565196775723,0.015953417913274003,0.01747013551159167,0.01473895774513088,0.015367352912479267,0.015824882320280266,-0.028912025918490143
660,627,635,673,664,38101,ND,Ward County,218.0,1108.0,69587,71409,70164,69226,68504,68449,68466,0.009484530156494747,0.008780405831197748,0.009050225186705433,0.009721780833790772,0.009692864650239403,0.01618321502643648,0.00934596133168562,0.7315730776212943
448,496,494,490,489,39001,OH,Adams County,24.0,420.0,28060,27919,27817,27747,27685,27640,27531,0.015965787598004277,0.017765679286507397,0.017758924398748967,0.017659566800014417,0.01766299440130034,0.015255530129672006,0.017362590496915083,-0.12135633606157165
1514,1550,1615,1649,1619,39003,OH,Allen County,384.0,2334.0,104886,104141,103691,103173,102747,102450,101980,0.014434719600327975,0.0148836673356315,0.015575122238188464,0.015982863733728786,0.015757151060371594,0.022886840556971957,0.015326704793649665,0.49326556915578446
750,791,830,811,826,39005,OH,Ashland County,91.0,758.0,53169,53317,53487,53673,53727,53418,53362,0.014105964001579869,0.01483579346174766,0.015517789369379476,0.015110018072401393,0.015374020511102425,0.014204864885124246,0.014988717083242165,-0.052296150081736464
1651,1670,1681,1698,1731,39007,OH,Ashtabula County,160.0,1489.0,99064,98443,98172,97773,97536,97088,96513,0.01666599370104175,0.016964131527889236,0.01712300859715601,0.01736675769384186,0.017747293307086614,0.015427973433630702,0.017173436965403095,-0.10163740288497476
693,712,671,681,699,39009,OH,Athens County,48.0,651.0,64833,65949,66402,66587,65673,65582,65481,0.01068900097172736,0.010796221322537112,0.010105117315743501,0.010227221529728025,0.010643643506463844,0.009941815183030191,0.010492240929239968,-0.05246026563075196
673,696,661,604,722,39011,OH,Auglaize County,75.0,622.0,45756,45754,45772,45756,45728,45610,45680,0.014708453536148264,0.015211784761988022,0.014441143056890676,0.013200454585191014,0.015789013296011196,0.01361646234676007,0.014670169847245835,-0.07182653721514935
1196,1235,1204,1292,1290,39013,OH,Belmont County,83.0,837.0,69403,69018,68642,68074,67492,66979,65932,0.017232684466089363,0.017893882755223276,0.01754028146033041,0.0189793460058172,0.019113376400165947,0.01269489777346357,0.01815191421752524,-0.30063035659308324
677,711,746,757,760,39015,OH,Brown County,25.0,551.0,43950,43717,43660,43558,43623,43473,43414,0.01540386803185438,0.016263696045016814,0.017086578103527258,0.017379126681665826,0.01742200215482658,0.012691758418943199,0.01671105420337817,-0.24051718913235673
4473,4602,4753,4950,4910,39017,OH,Butler County,566.0,4953.0,373877,376173,378527,380751,382114,383603,385648,0.011963827675946902,0.012233732883540287,0.012556567959485057,0.013000622454044769,0.01284956845339349,0.012843318259137867,0.012520863885282101,0.025753364688741724
503,425,444,503,445,39019,OH,Carroll County,12.0,259.0,28144,27729,27630,27329,27134,26984,26897,0.017872370665150655,0.015326914061091277,0.016069489685124866,0.018405356946833033,0.016400088449915237,0.009629326690709001,0.016814843961623013,-0.4273317841850759
573,590,575,581,574,39021,OH,Champaign County,31.0,416.0,39089,38976,38760,38857,38799,38930,38960,0.01465885543247461,0.01513752052545156,0.014834881320949433,0.014952260853900199,0.014794195726693988,0.010677618069815195,0.01487554277189396,-0.2822031280774761
2417,2520,2524,2487,2455,39023,OH,Clark County,275.0,2495.0,136364,135810,134805,134636,134697,134315,133593,0.01772461940101493,0.01855533465871438,0.01872334112236193,0.01847202828366856,0.018226092637549464,0.01867612824025211,0.018340283220661852,0.018311877496629957
2365,2477,2518,2625,2663,39025,OH,Clermont County,126.0,1803.0,201516,202077,203332,204456,205803,206851,207449,0.011736040810655234,0.012257703746591646,0.012383687761886962,0.012838948233360722,0.012939558704197704,0.008691292799676065,0.012431187851338453,-0.30084776261020924
610,586,619,684,665,39027,OH,Clinton County,46.0,537.0,41824,41864,41923,42035,42119,42002,41921,0.014584927314460597,0.013997706860309574,0.014765164706724232,0.01627215415724991,0.015788598969586173,0.012809808926313782,0.015081710401666098,-0.15063951069510897
1836,1846,1814,1857,1845,39029,OH,Columbiana County,199.0,1642.0,105681,104788,103926,103198,102534,101794,101118,0.01737303772674369,0.01761652097568424,0.01745472740219002,0.01799453477780577,0.017994031248171338,0.016238454083348168,0.01768657042611901,-0.08187660512364264
538,518,558,591,653,39031,OH,Coshocton County,29.0,463.0,36530,36579,36651,36535,36607,36549,36449,0.014727621133315083,0.01416113070340906,0.015224686911680446,0.016176269330778707,0.017838118392657143,0.012702680457625723,0.015625565294368086,-0.18705786201513344
805,776,805,863,801,39033,OH,Crawford County,85.0,745.0,42406,42327,42096,41733,41454,41396,41338,0.018983162759986794,0.018333451461242233,0.019122957050551122,0.02067907890638104,0.01932262266608771,0.018022158788523878,0.01928825456884978,-0.06564076473620517
18721,19173,19517,19935,19480,39035,OH,Cuyahoga County,2898.0,25331.0,1263498,1259109,1254324,1247808,1241788,1235574,1227883,0.01481680224266283,0.015227434638303753,0.015559775624160903,0.01597601554085244,0.015687057694228,0.02062981570719686,0.015453417148041585,0.33496789153920437
834,862,865,869,901,39037,OH,Darke County,92.0,770.0,52203,52002,51653,51575,51323,51181,51205,0.01597609332796966,0.016576285527479712,0.01674636516756045,0.01684924866698982,0.017555481947664788,0.015037593984962405,0.016740694927532888,-0.10173418427029852
568,550,566,587,575,39039,OH,Defiance County,91.0,846.0,38547,38349,38162,38158,38046,37978,37778,0.014735258256154824,0.014341964588385617,0.014831507782610975,0.015383405838880445,0.01511328391946591,0.022393985917729897,0.014881084077099555,0.5048625356664652
1411,1438,1483,1582,1693,39041,OH,Delaware County,95.0,1394.0,189649,193624,197442,201157,205347,209768,213554,0.007440060321963205,0.007426765277031773,0.00751106654106016,0.0078645038452552,0.008244581123658978,0.00652762298996975,0.007697395421793864,-0.15196990250911402
1311,1338,1383,1441,1336,39043,OH,Erie County,211.0,1657.0,75833,75388,75004,74778,74413,74179,73719,0.017287988079068478,0.01774818273465273,0.018439016585782092,0.019270373639305678,0.01795385214949001,0.022477244672336846,0.018139882637659796,0.23910640004210126
1679,1736,1844,1986,2027,39045,OH,Fairfield County,189.0,2066.0,150400,151310,152829,154718,156062,157703,159709,0.011163563829787233,0.011473134624281277,0.01206577285724568,0.012836256931966546,0.01298842767617998,0.012936027399833447,0.012105431183892143,0.0686135176288905
506,509,545,563,501,39047,OH,Fayette County,31.0,435.0,28652,28617,28695,28669,28614,28486,28579,0.017660198240960493,0.01778663032463221,0.01899285589824011,0.01963793644703338,0.017508911721534914,0.015220966443892368,0.018317306526480222,-0.16903904938816539
12885,13464,13486,14037,14069,39049,OH,Franklin County,2443.0,21023.0,1238758,1257891,1275212,1296374,1308599,1318766,1324624,0.010401547356303652,0.01070363012375476,0.010575496466469889,0.01082789380225151,0.010751192687752322,0.01587091884187513,0.010651952087306427,0.4899540208022499
566,560,599,669,620,39051,OH,Fulton County,45.0,435.0,42401,42299,42337,42274,42256,42175,41889,0.013348741774958138,0.013239083666280526,0.014148380848902851,0.015825329990064814,0.014672472548277167,0.010384587839289552,0.0142468017656967,-0.27109339976264335
516,516,548,557,580,39053,OH,Gallia County,86.0,650.0,30467,30258,30213,30156,29956,29850,29802,0.01693635737026947,0.017053341265119967,0.01813788766425049,0.018470619445549806,0.01936173053812258,0.021810616737131736,0.017991987256662463,0.21224056164530838
1125,1155,1132,1128,1200,39055,OH,Geauga County,195.0,1392.0,93981,93899,93858,93891,93770,93494,93271,0.01197050467647716,0.012300450484030714,0.012060772656566302,0.012013931047704252,0.012797269915751306,0.01492425298324238,0.012228585756105947,0.22043981870842583
2012,2004,2052,2130,2180,39057,OH,Greene County,248.0,1943.0,164796,164421,165494,166720,167643,169354,170122,0.01220903419985922,0.012188224131953947,0.012399241060098855,0.01277591170825336,0.01300382360134333,0.011421215363092369,0.012515246940301742,-0.0874159001758375
641,635,682,691,669,39059,OH,Guernsey County,30.0,576.0,39699,39402,39237,39077,39011,38876,38779,0.016146502430791708,0.016115933201360337,0.017381553125876085,0.017683036057015634,0.01714900925380021,0.014853400036102015,0.016895206813768795,-0.12085124498167162
11239,11167,11254,11637,11081,39061,OH,Hamilton County,1768.0,15635.0,807922,809902,811766,814693,815853,818653,817985,0.013910996358559366,0.013788087941504034,0.01386360108701276,0.014283908171544374,0.013582103638768259,0.019114042433540958,0.013885739439477757,0.37652319610714496
1007,1081,1104,1151,1126,39063,OH,Hancock County,196.0,1401.0,75324,75726,75829,75984,75913,75690,75407,0.01336891296266794,0.014275149882471014,0.014559073705310633,0.015147925879132449,0.014832769090933041,0.01857917699948281,0.014436766304103016,0.2869348029968799
